Episode,Hotspots,AverageDelay,DelayedFlights,AverageNonZeroDelay,epsilon,seconds,state,Total_delay
810,54,28.335511320468015,2505,74.44151696606787,0.252,52.36,[ 0 30  0 ...  0  0 86],186503
811,63,31.250113964443095,2697,76.25398591027067,0.252,54.02,[  0 100   0 ...   0   0  79],205682
812,59,30.176265005318342,2687,73.90770375883885,0.252,53.099,[ 0 30  0 ...  0  0 89],198646
813,61,30.38413614952135,2657,75.25705683101242,0.252,53.505,[ 0 32  0 ...  0  0 64],200003
814,59,30.226105455098008,2596,76.62480739599384,0.252,53.61,[  0  20   0 ...   0   0 100],198945
815,53,29.209238717520133,2605,73.7911708253359,0.252,53.148,[  0  42   0 ...   0   0 100],192310
816,62,30.827989667223825,2613,77.64217374665135,0.252,54.143,[ 0 20  0 ...  0  0 73],202923
817,67,31.333839841969304,2641,78.07951533510034,0.252,55.03,[  0  10   0 ...   0   0 100],206268
818,56,27.29159702172922,2502,71.78497202238209,0.252,52.582,[  0  10   0 ...   0   0 100],179638
819,64,29.820543990275034,2554,76.83985904463586,0.252,53.466,[  0  20   0 ...   0   0 100],196283
820,54,25.43032973712202,2268,73.79056437389771,0.244,51.997,[  0   0   0 ...   0   0 100],167378
821,56,26.816441270323658,2441,72.29782875870545,0.244,51.658,[  0   0   0 ...   0   0 100],176499
822,62,28.136909284303297,2528,73.24723101265823,0.244,52.21,[  0  20   0 ...   0   0 100],185185
823,62,30.229904269867802,2638,75.41432903714936,0.244,54.252,[  0   0   0 ...   0   0 100],198952
824,58,28.546573469077646,2477,75.84376261606782,0.244,53.055,[ 0  0  0 ...  0  0 87],187880
825,60,28.43397659930102,2501,74.81967213114754,0.244,52.838,[  0  10   0 ...   0   0 100],187152
826,61,29.68211518006382,2622,74.49961861174675,0.244,52.425,[  0  36   0 ...   0   0 100],195359
827,60,29.103023856556753,2593,73.8630929425376,0.244,53.042,[  0  10   0 ...   0   0 100],191583
828,57,29.076888010940586,2559,74.77725674091442,0.244,52.421,[ 0 20  0 ...  0  0 88],191438
829,59,28.387479106518764,2498,74.78702962369896,0.244,52.307,[  0  10   0 ...   0   0 100],186906
830,59,28.667071873575445,2482,76.01047542304593,0.236,53.401,[ 0 20  0 ...  0  0 75],188692
831,54,28.982373499468167,2567,74.3019088430074,0.236,51.995,[  0   0   0 ...   0   0 100],190779
832,61,29.70946664640632,2659,73.53065062053403,0.236,52.199,[ 0  0  0 ...  0  0 75],195547
833,57,25.6204224282024,2302,73.24413553431799,0.236,52.195,[  0  10   0 ...   0   0 100],168631
834,59,28.514815377602186,2520,74.46666666666667,0.236,51.795,[  0   0   0 ...   0   0 100],187677
835,57,27.847895456617536,2432,75.35649671052632,0.236,52.438,[  0  10   0 ...   0   0 100],183304
836,59,29.578635465734692,2558,76.09734167318217,0.236,53.095,[  0  20   0 ...   0   0 100],194693
837,61,29.163804892873422,2521,76.13129710432368,0.236,52.995,[  0  43   0 ...   0   0 100],191981
838,62,32.266676796839384,2756,77.0489840348331,0.236,54.404,[  0  30   0 ...   0   0 100],212413
839,58,30.347515575140555,2632,75.88031914893617,0.236,53.607,[  0  20   0 ...   0   0 100],199775
840,58,29.214101200425468,2557,75.1888932342589,0.228,54.095,[ 0  0  0 ...  0  0 89],192317
841,59,27.710682267132654,2427,75.13967861557478,0.228,51.955,[  0  10   0 ...   0   0 100],182478
842,59,29.641695790913236,2542,76.73957513768686,0.228,52.778,[ 0 20  0 ...  0  0 90],195128
843,57,28.041331104695335,2479,74.44130697862042,0.228,51.707,[  0  10   0 ...   0   0 100],184618
844,54,27.76584105759003,2447,74.67388639149979,0.228,51.963,[  0  10   0 ...   0   0 100],182801
845,65,31.379881476979183,2627,78.61096307575181,0.228,54.456,[ 0 10  0 ...  0  0 96],206567
846,51,27.7938003342957,2501,73.13514594162335,0.228,52.566,[  0   0   0 ...   0   0 100],182971
847,51,25.853365749886034,2389,71.21850146504813,0.228,51.273,[  0  20   0 ...   0   0 100],170193
848,59,28.320923871752015,2536,73.49369085173501,0.228,53.731,[  0  48   0 ...   0   0 100],186436
849,57,26.69761434432457,2348,74.82836456558773,0.228,51.79,[  0  20   0 ...   0   0 100],175737
850,57,27.830420908676494,2510,72.96892430278885,0.22,52.471,[ 0 10  0 ...  0  0 85],183191
851,53,26.92934204528187,2457,72.12942612942614,0.22,51.503,[ 0 10  0 ...  0  0 66],177254
852,59,28.43686369852606,2536,73.79455835962145,0.22,52.553,[ 0 10  0 ...  0  0 87],187167
853,53,28.01002887099225,2614,70.51798010711553,0.22,51.158,[ 0 10  0 ...  0  0 67],184372
854,59,29.62650053183407,2577,75.65851765618936,0.22,54.401,[ 0  0  0 ...  0  0 76],195027
855,54,26.958668895304665,2500,70.966,0.22,52.534,[  0   0   0 ...   0   0 100],177469
856,52,26.6258927214709,2463,71.14291514413317,0.22,51.783,[  0  20   0 ...   0   0 100],175281
857,51,25.705211973864156,2358,71.74130619168787,0.22,51.425,[ 0 30  0 ...  0  0 93],169217
858,53,24.764321531682114,2291,71.1366215626364,0.22,51.585,[ 0 30  0 ...  0  0 88],163054
859,52,25.964291141163958,2452,69.68637846655791,0.22,50.981,[  0  10   0 ...   0   0 100],170915
860,60,30.132958516942715,2606,76.09554873369149,0.212,52.86,[ 0 30  0 ...  0  0 86],198329
861,57,28.399939218963684,2525,74.01980198019803,0.212,53.071,[  0  10   0 ...   0   0 100],186920
862,60,28.094666464063213,2474,74.7336297493937,0.212,52.984,[ 0 10  0 ...  0  0 85],184908
863,62,30.84196930557666,2713,74.81422779211205,0.212,54.149,[  0  10   0 ...   0   0 100],202993
864,55,28.35237805804589,2483,75.14579138139348,0.212,52.668,[ 0  0  0 ...  0  0 91],186650
865,57,28.576356176872817,2531,74.30304227578033,0.212,53.521,[  0  10   0 ...   0   0 100],188127
866,50,25.259231119890593,2402,69.2052456286428,0.212,52.425,[  0  20   0 ...   0   0 100],166279
867,48,24.324570733931015,2319,69.02975420439844,0.212,51.598,[  0  30   0 ...   0   0 100],160138
868,52,24.78924175657195,2341,69.68731311405382,0.212,50.7,[ 0 20  0 ...  0  0 92],163220
869,50,25.32426682874943,2445,68.16319018404909,0.212,51.646,[ 0 10  0 ...  0  0 84],166715
870,53,25.54140708099073,2379,70.65489701555275,0.204,52.127,[  0  36   0 ...   0   0 100],168148
871,59,28.332016410879806,2526,73.81353919239905,0.204,52.515,[  0  30   0 ...   0   0 100],186501
872,55,28.791369092843034,2521,75.15906386354621,0.204,53.161,[  0  10   0 ...   0   0 100],189517
873,59,27.94180215772679,2489,73.87906789875451,0.204,51.73,[  0  20   0 ...   0   0 100],183947
874,55,27.701869016866738,2493,73.12715603690333,0.204,51.851,[  0  10   0 ...   0   0 100],182363
875,53,26.81188269259991,2442,72.25593775593775,0.204,51.602,[  0  36   0 ...   0   0 100],176535
876,58,27.894089044218205,2498,73.48718975180144,0.204,51.745,[ 0 50  0 ...  0  0 91],183687
877,54,27.603555690624525,2512,72.31648089171975,0.204,52.819,[ 0 10  0 ...  0  0 94],181703
878,57,27.71296155599453,2490,73.24457831325302,0.204,53.187,[ 0 10  0 ...  0  0 97],182472
879,55,27.73286734538824,2515,72.56858846918489,0.204,52.274,[  0  10   0 ...   0   0 100],182576
880,59,26.934508433368787,2413,73.4587650227932,0.196,52.921,[  0  20   0 ...   0   0 100],177359
881,53,26.93268500227929,2466,71.87510137875101,0.196,51.624,[  0   0   0 ...   0   0 100],177337
882,55,28.96550676189029,2547,74.84177463682764,0.196,51.912,[  0   0   0 ...   0   0 100],190739
883,57,27.39067011092539,2490,72.39277108433735,0.196,52.186,[ 0 20  0 ...  0  0 91],180401
884,46,25.60507521653244,2450,68.77836734693878,0.196,51.288,[  0  20   0 ...   0   0 100],168562
885,52,26.997112900774958,2483,71.55376560612163,0.196,52.114,[ 0 20  0 ...  0  0 73],177745
886,54,26.572557362103023,2442,71.61097461097461,0.196,52.475,[ 0 10  0 ...  0  0 87],174958
887,56,27.855189180975536,2464,74.39732142857143,0.196,52.318,[  0  10   0 ...   0   0 100],183372
888,59,28.550980094210605,2538,74.03230890464933,0.196,52.577,[  0  30   0 ...   0   0 100],187930
889,58,28.097401610697464,2493,74.17127958283193,0.196,52.633,[  0   0   0 ...   0   0 100],184942
890,58,28.811730740009118,2487,76.24045034177725,0.188,53.667,[  0  20   0 ...   0   0 100],189634
891,55,27.29858684090564,2500,71.8608,0.188,51.747,[  0  10   0 ...   0   0 100],179695
892,50,25.355417109861722,2354,70.88530161427357,0.188,52.52,[ 0 75  0 ...  0  0 95],166909
893,56,27.350402674365597,2453,73.37668161434978,0.188,52.87,[  0  20   0 ...   0   0 100],180033
894,53,26.02461631970825,2364,72.44839255499154,0.188,52.025,[  0  30   0 ...   0   0 100],171340
895,51,26.381704908068684,2448,70.92238562091504,0.188,51.996,[  0  30   0 ...   0   0 100],173658
896,52,28.40860051663881,2505,74.63353293413174,0.188,52.851,[  0  20   0 ...   0   0 100],187007
897,55,27.735146634250114,2485,73.45070422535211,0.188,51.403,[  0 100   0 ...   0   0 100],182593
898,53,26.600516638808692,2424,72.21864686468646,0.188,51.244,[  0  10   0 ...   0   0 100],175108
899,53,28.270019753836802,2546,73.07344854673998,0.188,52.336,[  0  10   0 ...   0   0 100],186097
900,50,26.83285215012916,2412,73.21185737976782,0.18,52.487,[  0  10   0 ...   0   0 100],176645
901,56,27.85093450843337,2454,74.68907905460473,0.18,53.097,[  0   0   0 ...   0   0 100],183337
902,53,28.065035708858836,2489,74.20490156689434,0.18,52.789,[  0  20   0 ...   0   0 100],184744
903,47,29.92812642455554,2720,72.41066176470588,0.18,50.796,[  0  20   0 ...   0   0 100],197001
904,51,26.137669047257255,2373,72.48714707121786,0.18,50.953,[ 0 10  0 ...  0  0 95],172075
905,57,28.87919769032062,2538,74.88337273443656,0.18,52.333,[  0  33   0 ...   0   0 100],190112
906,50,25.696854581370612,2292,73.78315881326353,0.18,50.381,[  0   0   0 ...   0   0 100],169247
907,49,26.717064275945905,2400,73.26041666666667,0.18,50.435,[  0  37   0 ...   0   0 100],175890
908,53,27.037380337334753,2372,75.01391231028668,0.18,51.726,[  0   0   0 ...   0   0 100],177983
909,50,25.506306032517855,2286,73.42825896762905,0.18,51.374,[  0   0   0 ...   0   0 100],167929
910,54,27.995137517094665,2451,75.16768665850674,0.172,52.337,[  0  39   0 ...   0   0 100],184280
911,52,25.273818568606593,2328,71.4463058419244,0.172,51.476,[  0   0   0 ...   0   0 100],166452
912,45,26.032821759611,2409,71.11747613117475,0.172,50.555,[  0  20   0 ...   0   0 100],171380
913,54,28.046649445373042,2468,74.78727714748784,0.172,51.422,[  0  20   0 ...   0   0 100],184628
914,62,31.060173225953502,2670,76.55692883895131,0.172,54.146,[  0  47   0 ...   0   0 100],204444
915,55,27.158486552195715,2428,73.61202635914333,0.172,52.851,[  0  10   0 ...   0   0 100],178771
916,50,25.334903510104848,2323,71.77313818338355,0.172,51.222,[  0   0   0 ...   0   0 100],166821
917,57,27.666464063212278,2443,74.52844862873516,0.172,52.361,[  0  29   0 ...   0   0 100],182128
918,52,27.987843792736665,2537,72.60070949940875,0.172,51.402,[  0  20   0 ...   0   0 100],184286
919,61,29.360431545357848,2513,76.88857938718662,0.172,54.47,[  0  20   0 ...   0   0 100],193318
920,53,27.257711593982677,2414,74.30944490472245,0.164,51.647,[  0  29   0 ...   0   0 100],179513
921,56,27.20954262270172,2400,74.61083333333333,0.164,51.552,[  0  10   0 ...   0   0 100],179199
922,56,27.937243580003038,2378,77.31497056349873,0.164,52.148,[  0  10   0 ...   0   0 100],183970
923,50,26.394620878285973,2393,72.58796489761805,0.164,52.017,[  0  10   0 ...   0   0 100],173834
924,49,26.770551587904574,2430,72.5008230452675,0.164,51.618,[  0  52   0 ...   0   0 100],176285
925,56,28.463911259686977,2489,75.25954198473282,0.164,53.563,[ 0  0  0 ...  0  0 95],187433
926,51,26.25710378361951,2407,71.78977980889074,0.164,53.521,[  0  10   0 ...   0   0 100],172942
927,55,26.820240085093452,2461,71.72043884599756,0.164,52.041,[  0  13   0 ...   0   0 100],176692
928,57,26.991642607506456,2381,74.60394792104158,0.164,52.799,[  0  13   0 ...   0   0 100],177707
929,56,26.703388542774654,2396,73.34515859766277,0.164,51.945,[  0  23   0 ...   0   0 100],175843
930,53,26.250265917033886,2334,74.01585261353898,0.156,51.329,[  0   3   0 ...   0   0 100],172851
931,52,26.29493997872664,2393,72.31383201002926,0.156,52.132,[  0  30   0 ...   0   0 100],173071
932,58,27.17094666464063,2423,73.79777135782088,0.156,51.988,[  0  13   0 ...   0   0 100],178831
933,54,27.12551283999392,2355,75.80169851380043,0.156,52.29,[  0  10   0 ...   0   0 100],178547
934,49,23.381097097705517,2171,70.87563334868724,0.156,50.625,[  0  32   0 ...   0   0 100],153888
935,53,26.70490806868257,2379,73.87347625052543,0.156,51.542,[  0  51   0 ...   0   0 100],175781
936,45,22.632274730284152,2106,70.72317188983855,0.156,50.202,[  0  10   0 ...   0   0 100],148990
937,57,28.627260294788027,2489,75.69144234632383,0.156,53.309,[  0  10   0 ...   0   0 100],188423
938,53,26.020057741984502,2378,72.00925147182507,0.156,50.979,[  0  51   0 ...   0   0 100],171270
939,51,26.672390214253152,2426,72.35408079142621,0.156,52.949,[  0  17   0 ...   0   0 100],175552
940,47,25.438991034797144,2308,72.5363951473137,0.148,50.77,[  0  10   0 ...   0   0 100],167443
941,55,25.517550524236437,2283,73.55716162943496,0.148,52.285,[  0 100   0 ...   0   0 100],167976
942,41,22.783619510712658,2160,69.4162037037037,0.148,49.999,[  0  18   0 ...   0   0 100],149995
943,43,22.53426530922352,2143,69.2011199253383,0.148,49.629,[  0   0   0 ...   0   0 100],148378
944,57,25.11077343868713,2255,73.28337028824834,0.148,51.204,[  0  10   0 ...   0   0 100],165307
945,55,27.012004254672544,2438,72.91468416735029,0.148,52.023,[  0  47   0 ...   0   0 100],177844
946,39,22.6185989971129,2158,68.9772937905468,0.148,51.51,[  0  92   0 ...   0   0 100],148919
947,49,25.962923567846833,2361,72.3684879288437,0.148,52.099,[  0   0   0 ...   0   0 100],170931
948,48,25.302081750493844,2324,71.64931153184165,0.148,51.166,[  0  10   0 ...   0   0 100],166551
949,50,25.17094666464063,2320,71.40086206896552,0.148,50.466,[  0  93   0 ...   0   0 100],165692
950,42,24.471660841817354,2250,71.57688888888889,0.14,50.111,[  0  10   0 ...   0   0 100],161098
951,35,23.85382160765841,2203,71.25828415796641,0.14,50.013,[  0  74   0 ...   0   0 100],157020
952,46,25.05257559641392,2259,72.98406374501992,0.14,50.175,[  0 100   0 ...   0   0 100],164920
953,50,25.589576052271692,2247,74.94659546061415,0.14,50.521,[  0  10   0 ...   0   0 100],168449
954,52,27.725269715848654,2395,76.18371607515658,0.14,51.209,[  0  20   0 ...   0   0 100],182528
955,48,24.944081446588665,2282,71.93558282208589,0.14,51.997,[  0  89   0 ...   0   0 100],164200
956,43,23.798055006837867,2290,68.39082969432314,0.14,50.03,[  0  10   0 ...   0   0 100],156682
957,31,20.110165628323962,1964,67.38543788187373,0.14,49.167,[  0   0   0 ...   0   0 100],132384
958,47,23.985108646102415,2191,72.04290278411685,0.14,50.568,[  0 100   0 ...   0   0 100],157879
959,44,24.30588056526364,2272,70.40360915492958,0.14,51.477,[  0  39   0 ...   0   0 100],159989
960,34,21.24601124449172,2051,68.17162359824476,0.132,49.837,[  0  20   0 ...   0   0 100],139905
961,32,20.394620878285973,1988,67.5135814889336,0.132,49.248,[  0  10   0 ...   0   0 100],134294
962,37,22.14648229752317,2171,67.13311837862736,0.132,50.167,[  0  38   0 ...   0   0 100],145784
963,31,20.205591855341133,1966,67.63631739572736,0.132,50.437,[  0  10   0 ...   0   0 100],133035
964,38,22.336574988603555,2141,68.65810368986455,0.132,50.857,[  0  20   0 ...   0   0 100],147053
965,42,24.112292964595046,2223,71.38236617183986,0.132,51.083,[  0  29   0 ...   0   0 100],158798
966,45,25.528035253001065,2330,72.1030042918455,0.132,51.021,[  0   0   0 ...   0   0 100],168054
967,32,19.58425771159398,1946,66.23021582733813,0.132,49.711,[  0   0   0 ...   0   0 100],128941
968,47,24.8466798358912,2286,71.52930883639544,0.132,51.831,[  0   0   0 ...   0   0 100],163610
969,35,20.05090411791521,1917,68.8341158059468,0.132,50.14,[  0  10   0 ...   0   0 100],131990
970,43,24.750797751101658,2288,71.1909965034965,0.124,51.392,[  0  22   0 ...   0   0 100],162910
971,37,20.605531074304817,1986,68.28046324269889,0.124,50.119,[  0  53   0 ...   0   0 100],135647
972,40,23.252089348123384,2251,67.9795646379387,0.124,50.794,[  0  10   0 ...   0   0 100],153069
973,28,19.1824950615408,1893,66.6877971473851,0.124,49.267,[  0  20   0 ...   0   0 100],126315
974,21,18.275034189332928,1826,65.86418400876232,0.124,48.807,[  0  10   0 ...   0   0 100],120370
975,30,21.414526667679684,1992,70.74748995983936,0.124,50.421,[  0  57   0 ...   0   0 100],141019
976,19,19.150433064883757,1925,65.4696103896104,0.124,50.465,[  0  20   0 ...   0   0 100],126137
977,34,23.410879805500684,2164,71.19547134935306,0.124,49.857,[  0  20   0 ...   0   0 100],154088
978,26,20.58410575900319,2031,66.69817823732151,0.124,49.448,[  0 100   0 ...   0   0 100],135482
979,32,22.023400698981916,2101,68.98429319371728,0.124,51.386,[  0  20   0 ...   0   0 100],144985
980,34,21.443093754748517,2061,68.47016011644833,0.116,50.652,[  0   0   0 ...   0   0 100],141135
981,38,22.672542166843943,2157,69.17385257301808,0.116,50.738,[  0  39   0 ...   0   0 100],149242
982,23,18.480018234310894,1834,66.31243184296619,0.116,49.855,[  0  20   0 ...   0   0 100],121664
983,24,20.140100288709924,1996,66.40380761523046,0.116,49.876,[  0  10   0 ...   0   0 100],132580
984,29,21.695183102871905,2106,67.7948717948718,0.116,50.493,[  0  10   0 ...   0   0 100],142822
985,21,19.46148001823431,1901,67.37296159915834,0.116,49.224,[  0   0   0 ...   0   0 100],128119
986,36,21.12915970217292,2032,68.43061023622047,0.116,51.945,[  0 100   0 ...   0   0 100],139117
987,23,18.93572405409512,1889,65.9692959237692,0.116,49.162,[  0  66   0 ...   0   0 100],124680
988,32,20.14997720711138,1969,67.3473844591163,0.116,49.886,[  0  10   0 ...   0   0 100],132657
989,16,17.97538368029175,1848,64.01298701298701,0.116,48.2,[  0   0   0 ...   0   0 100],118333
990,19,18.38079319252393,1882,64.27417640807651,0.108,49.24,[  0  30   0 ...   0   0 100],121004
991,23,18.580762802005776,1854,65.9546925566343,0.108,52.998,[  0  18   0 ...   0   0 100],122331
992,19,18.325786354657346,1907,63.241740954378606,0.108,50.499,[  0  20   0 ...   0   0 100],120640
993,20,17.799118674973407,1906,61.45645330535152,0.108,50.005,[  0  25   0 ...   0   0 100],117182
994,26,19.242972192675886,1935,65.44599483204135,0.108,51.134,[  0  19   0 ...   0   0 100],126687
995,17,16.971432912931167,1808,61.77488938053097,0.108,50.284,[  0  19   0 ...   0   0 100],111707
996,18,16.788785898799574,1786,61.86282194848824,0.108,49.34,[  0  19   0 ...   0   0 100],110556
997,22,17.97827077951679,1847,64.05793178126692,0.108,49.295,[  0  31   0 ...   0   0 100],118363
998,19,17.91551435951983,1850,63.73081081081081,0.108,50.389,[  0 100   0 ...   0   0 100],117970
999,22,18.435951982981308,1843,65.83125339120998,0.108,49.305,[  0   3   0 ...   0   0 100],121402
1000,20,18.073089196170795,1827,65.1007115489874,0.1,48.677,[  0  12   0 ...   0   0 100],119076
1001,22,17.78574684698374,1812,64.59602649006622,0.1,49.096,[  0   9   0 ...   0   0 100],117092
1002,24,19.22686521805197,1892,66.87737843551797,0.1,51.109,[  0  21   0 ...   0   0 100],126614
1003,18,16.666464063212278,1682,65.20927467300832,0.1,51.051,[  0   3   0 ...   0   0 100],109776
1004,15,16.553715240844856,1769,61.58281514980215,0.1,49.117,[  0   3   0 ...   0   0 100],109015
1005,17,18.6167755660234,1872,65.44711538461539,0.1,49.247,[  0  10   0 ...   0   0 100],122629
1006,19,17.766144962771616,1814,64.45369349503859,0.1,49.911,[  0  19   0 ...   0   0 100],117019
1007,14,16.449019905789395,1706,63.45310668229777,0.1,49.153,[  0  19   0 ...   0   0 100],108333
1008,20,17.577875702780734,1803,64.15973377703827,0.1,49.803,[  0  19   0 ...   0   0 100],115766
1009,21,20.144658866433673,1989,66.65258924082454,0.1,50.602,[  0  91   0 ...   0   0 100],132645
1010,16,17.54216684394469,1816,63.57103524229075,0.092,50.268,[  0  10   0 ...   0   0 100],115522
1011,18,16.92827837714633,1728,64.47048611111111,0.092,50.544,[  0   0   0 ...   0   0 100],111494
1012,19,17.450995289469684,1807,63.55561704482568,0.092,49.636,[  0  10   0 ...   0   0 100],114945
1013,23,16.62650053183407,1737,62.99309153713299,0.092,50.967,[  0  10   0 ...   0   0 100],109488
1014,17,15.565111685154232,1704,60.113849765258216,0.092,50.106,[  0 100   0 ...   0   0 100],102510
1015,19,17.51572709314694,1870,61.64224598930481,0.092,50.105,[  0  29   0 ...   0   0 100],115323
1016,17,16.29873879349643,1847,58.073632918245806,0.092,49.858,[  0  19   0 ...   0   0 100],107282
1017,17,15.641999696094818,1759,58.52188743604321,0.092,51.046,[  0   0   0 ...   0   0 100],102948
1018,21,16.266372891657802,1810,59.143093922651936,0.092,51.532,[  0  19   0 ...   0   0 100],107058
1019,19,16.120042546725422,1815,58.449586776859505,0.092,51.796,[  0 100   0 ...   0   0 100],106094
1020,18,15.340829661145722,1707,59.14352665495021,0.084,50.216,[  0  19   0 ...   0   0 100],100969
1021,19,15.81279440814466,1792,58.07142857142857,0.084,51.095,[  0   9   0 ...   0   0 100],104073
1022,14,16.01002887099225,1753,60.103822019395324,0.084,49.851,[  0  18   0 ...   0   0 100],105371
1023,18,17.376538519981764,1813,63.075013789299504,0.084,50.115,[  0  74   0 ...   0   0 100],114363
1024,17,15.739249354201489,1701,60.893592004703116,0.084,50.177,[  0  19   0 ...   0   0 100],103602
1025,21,16.775110165628323,1785,61.84705882352941,0.084,52.718,[  0  24   0 ...   0   0 100],110401
1026,20,16.377298282935723,1768,60.960972850678736,0.084,52.393,[  0  17   0 ...   0   0 100],107797
1027,19,17.06169275186142,1861,60.334766254701776,0.084,51.572,[  0 100   0 ...   0   0 100],112286
1028,18,15.800638200881325,1769,58.781232334652344,0.084,50.544,[  0   9   0 ...   0   0 100],103994
1029,17,16.493845920072935,1814,59.83792723263506,0.084,51.793,[  0   0   0 ...   0   0 100],108577
1030,16,16.166388086916882,1745,60.969054441260745,0.076,50.474,[  0 100   0 ...   0   0 100],106398
1031,16,16.145722534569213,1814,58.57497243660419,0.076,51.156,[  0 100   0 ...   0   0 100],106262
1032,15,15.875246922960036,1748,59.76830663615561,0.076,52.444,[  0  23   0 ...   0   0 100],104493
1033,19,16.69138428810211,1821,60.321801208127404,0.076,51.753,[  0   0   0 ...   0   0 100],109855
1034,16,15.596413918857316,1680,61.095238095238095,0.076,51.299,[  0 100   0 ...   0   0 100],102648
1035,19,16.26075064579851,1761,60.76774559909143,0.076,51.794,[  0 100   0 ...   0   0 100],107020
1036,17,16.879805500683787,1755,63.2968660968661,0.076,51.475,[  0  18   0 ...   0   0 100],111099
1037,19,16.459352681963228,1713,63.23350846468185,0.076,50.882,[  0  19   0 ...   0   0 100],108327
1038,18,17.159550220331255,1742,64.82606199770379,0.076,49.934,[  0   0   0 ...   0   0 100],112946
1039,17,17.67679683938611,1761,66.05962521294718,0.076,50.138,[  0   0   0 ...   0   0 100],116340
1040,19,17.126576508129464,1754,64.25883694412771,0.068,51.832,[  0 100   0 ...   0   0 100],112727
1041,15,15.897583953806413,1722,60.75609756097561,0.068,50.378,[  0  10   0 ...   0   0 100],104640
1042,16,15.421212581674517,1627,62.37676705593116,0.068,51.857,[  0  38   0 ...   0   0 100],101498
1043,20,16.29509193131743,1651,64.95336159903088,0.068,50.696,[  0  53   0 ...   0   0 100],107269
1044,19,15.440054702932684,1613,62.99504029758214,0.068,50.581,[  0  10   0 ...   0   0 100],101634
1045,17,15.253608874031302,1593,63.01569365976145,0.068,50.612,[  0  47   0 ...   0   0 100],100395
1046,16,16.48396900167148,1679,64.61048243001787,0.068,51.414,[  0  19   0 ...   0   0 100],108511
1047,16,16.152104543382464,1591,66.81143934632307,0.068,52.205,[  0  10   0 ...   0   0 100],106319
1048,16,16.85351770247683,1677,66.13774597495528,0.068,50.453,[  0  10   0 ...   0   0 100],110934
1049,18,17.189484880717217,1650,68.56,0.068,51.818,[  0  10   0 ...   0   0 100],113148
1050,11,14.480626044674061,1459,65.31665524331734,0.06,49.949,[  0  10   0 ...   0   0 100],95324
1051,17,16.76386567390974,1609,68.56619018023618,0.06,50.253,[  0   0   0 ...   0   0 100],110360
1052,18,17.205743807931924,1628,69.5522113022113,0.06,50.869,[  0   0   0 ...   0   0 100],113253
1053,18,14.796383528339158,1496,65.09024064171123,0.06,50.204,[  0 100   0 ...   0   0 100],97413
1054,17,15.967482145570582,1560,67.36025641025641,0.06,50.938,[  0  10   0 ...   0   0 100],105116
1055,16,15.765537152408449,1582,65.58343868520859,0.06,52.717,[  0   0   0 ...   0   0 100],103775
1056,15,15.139644430937548,1512,65.89550264550265,0.06,50.81,[  0 100   0 ...   0   0 100],99654
1057,22,16.056526363774502,1526,69.24508519003932,0.06,52.048,[  0  71   0 ...   0   0 100],105682
1058,13,14.722230664032821,1538,62.995448634590375,0.06,51.057,[  0  47   0 ...   0   0 100],96896
1059,20,15.616623613432608,1561,65.83792440743113,0.06,51.195,[  0   9   0 ...   0   0 100],102784
1060,14,15.037684242516335,1548,63.929586563307495,0.052,50.401,[  0  19   0 ...   0   0 100],98976
1061,11,14.805956541559034,1458,66.82990397805213,0.052,50.162,[  0  74   0 ...   0   0 100],97462
1062,16,13.60127640176265,1347,66.45137342242019,0.052,51.629,[  0  10   0 ...   0   0 100],89523
1063,15,15.246619054854886,1483,67.65879973027647,0.052,52.079,[  0  10   0 ...   0   0 100],100364
1064,15,16.51861419237198,1605,67.73146417445483,0.052,51.825,[  0   0   0 ...   0   0 100],108731
1065,20,14.798662817201034,1487,65.49428379287156,0.052,51.572,[  0  56   0 ...   0   0 100],97407
1066,15,15.116395684546422,1478,67.30784844384303,0.052,50.799,[  0  56   0 ...   0   0 100],99521
1067,13,14.698070202096945,1473,65.6673455532926,0.052,51.012,[  0   0   0 ...   0   0 100],96740
1068,16,15.28156815073697,1485,67.72255892255892,0.052,50.971,[  0  10   0 ...   0   0 100],100570
1069,14,14.970825102567998,1434,68.7050209205021,0.052,51.214,[  0 100   0 ...   0   0 100],98542
1070,14,14.751709466646407,1455,66.72233676975945,0.044,53.073,[  0  10   0 ...   0   0 100],97087
1071,16,14.345844096641848,1462,64.57592339261286,0.044,51.786,[  0   0   0 ...   0   0 100],94421
1072,10,13.738793496429114,1405,64.35231316725978,0.044,52.097,[  0   0   0 ...   0   0 100],90432
1073,15,14.471204984044977,1453,65.54370268410186,0.044,52.065,[  0  10   0 ...   0   0 100],95252
1074,10,14.715392797447196,1505,64.3468438538206,0.044,51.217,[  0   0   0 ...   0   0 100],96847
1075,15,14.128551891809755,1416,65.6638418079096,0.044,51.288,[  0  42   0 ...   0   0 100],93008
1076,12,14.470141315909435,1447,65.81064270905321,0.044,51.174,[  0   0   0 ...   0   0 100],95251
1077,13,13.910044066251329,1411,64.87739192062367,0.044,51.925,[  0  10   0 ...   0   0 100],91559
1078,15,15.058045889682418,1494,66.32998661311915,0.044,51.501,[  0  10   0 ...   0   0 100],99132
1079,16,14.627260294788027,1400,68.75857142857143,0.044,52.089,[  0   0   0 ...   0   0 100],96292
1080,16,14.214709010788633,1373,68.1332847778587,0.04,51.087,[  0  19   0 ...   0   0 100],93566
