Episode,Hotspots,AverageDelay,DelayedFlights,AverageNonZeroDelay,epsilon,seconds,state,Total_delay
268,70,34.66494453730436,3048,74.84580052493439,0.692,52.978,[ 0  1  0 ...  0  0 93],228207
269,70,35.3686369852606,3102,75.0357833655706,0.692,54.951,[  0   9   0 ...   0   0 100],232810
270,65,37.530770399635315,3241,76.20796050601666,0.684,53.17,[39 20  0 ...  0  0 88],247006
271,69,36.39978726637289,3112,76.97525706940874,0.684,53.761,[  0  10   0 ...   0   0 100],239572
272,66,35.38307248138581,3180,73.2251572327044,0.684,52.665,[ 75 100   0 ...   0   0  76],232896
273,71,36.26622093906701,3218,74.16656308266003,0.684,53.46,[25 10  0 ...  0  0 94],238736
274,62,35.29053335359368,3097,74.99095899257345,0.684,52.133,[ 0 20  0 ...  0  0 96],232260
275,70,37.966874335207415,3281,76.15361170374885,0.684,54.026,[ 20  20   0 ...   0   0 100],249893
276,70,35.15256040115484,3077,75.18329541761456,0.684,53.088,[  0  10   0 ...   0   0 100],231380
277,67,37.24251633490351,3131,78.279463430214,0.684,54.598,[ 0 39  0 ...  0  0 92],245127
278,72,36.569670262877985,3107,77.45896363051175,0.684,54.996,[ 0  9  0 ...  0  0 75],240749
279,73,37.99969609481842,3266,76.56950398040416,0.684,54.177,[  0  35   0 ...   0   0 100],250098
280,74,37.359975687585475,3129,78.57654202620645,0.676,55.593,[  0  30   0 ...   0   0 100],245872
281,69,39.29813098313326,3237,79.8952734012975,0.676,55.478,[ 0  1  0 ...  0  0 69],258631
282,72,36.742440358608114,3176,76.13413098236776,0.676,54.778,[  0  43   0 ...   0   0 100],241818
283,67,36.63212277769336,3186,75.66729441305712,0.676,53.181,[ 0 18  0 ...  0  0 89],241095
284,63,34.359823734994684,3059,73.92023537103628,0.676,51.93,[ 0  1  0 ...  0  0 78],226151
285,66,36.62756419996961,3207,75.16245712503898,0.676,54.154,[  3  10   0 ...   0   0 100],241086
286,56,31.904877678164414,2986,70.31681178834562,0.676,51.22,[  0  10   0 ...   0   0 100],210014
287,67,32.871752013371825,2954,73.23256601218687,0.676,52.533,[  0  20   0 ...   0   0 100],216347
288,60,34.29721926758851,3110,72.57556270096462,0.676,52.542,[  0   1   0 ...   0   0 100],225738
289,61,34.19966570430026,3052,73.74442988204456,0.676,51.801,[ 0 10  0 ...  0  0 86],225090
290,62,32.59778149217444,2918,73.51816312542837,0.668,51.852,[ 0 41  0 ...  0  0 86],214555
291,68,34.00744567694879,3099,72.21781219748306,0.668,54.402,[ 0 32  0 ...  0  0 88],223842
292,61,33.21501291597022,3035,72.02240527182866,0.668,51.685,[  0  39   0 ...   0   0 100],218628
293,60,34.039659626196624,3104,72.16978092783505,0.668,52.474,[ 0 35  0 ...  0  0 83],224044
294,70,34.66084181735299,3127,72.94627438439399,0.668,54.364,[ 0 20  0 ...  0  0 66],228117
295,68,35.235678468317886,3059,75.80451127819549,0.668,53.985,[  0  30   0 ...   0   0 100],231901
296,64,36.97903054247075,3270,74.4217125382263,0.668,52.76,[  0   7   0 ...   0   0 100],243388
297,68,36.2007293724358,3159,75.4153213042102,0.668,53.98,[ 20  10   0 ...   0   0 100],238246
298,65,36.401762650053186,3186,75.19146264908977,0.668,53.05,[ 0 10  0 ...  0  0 86],239564
299,68,36.76158638504786,3273,73.91628475404828,0.668,52.995,[30 20  0 ...  0  0 91],241960
300,54,33.330952742744266,3118,70.34990378447723,0.66,52.112,[  0  30   0 ...   0   0 100],219411
301,63,35.90822063516183,3254,72.6220036877689,0.66,52.954,[ 0  1  0 ...  0  0 90],236338
302,66,37.084029782707795,3270,74.63302752293578,0.66,54.585,[ 0 44  0 ...  0  0 82],244084
303,63,33.20695942865826,3014,72.50663570006635,0.66,51.953,[ 0 18  0 ...  0  0 88],218565
304,70,37.401306792280806,3221,76.41664079478423,0.66,53.414,[  0  20   0 ...   0   0 100],246156
305,58,34.29615559945297,3089,73.06668824862415,0.66,51.271,[ 13  20   0 ...   0   0 100],225749
306,66,33.618295091931316,3117,70.97914661533525,0.66,52.812,[  0  10   0 ...   0   0 100],221278
307,55,36.68834523628628,3276,73.7014652014652,0.66,51.975,[ 3 20  0 ...  0  0 85],241465
308,61,34.498860355569064,3175,71.50771653543308,0.66,53.39,[  0   1   0 ...   0   0 100],227060
309,50,32.78194803221395,3064,70.41057441253264,0.66,50.899,[  0   1   0 ...   0   0 100],215773
310,60,34.99498556450388,3155,72.99587955625991,0.652,51.752,[ 10  20   0 ...   0   0 100],230367
311,59,33.886339462087825,3094,72.07692307692308,0.652,52.015,[ 0 10  0 ...  0  0 94],223060
312,59,33.56587144810819,3105,71.14235104669888,0.652,52.336,[ 0 20  0 ...  0  0 89],220977
313,55,31.03160613888467,2996,68.16388518024031,0.652,50.781,[  0  10   0 ...   0   0 100],204307
314,61,31.781644127032365,2948,70.94810040705563,0.652,51.403,[ 0 20  0 ...  0  0 78],209327
315,58,32.664640632122776,3004,71.55992010652463,0.652,51.738,[ 0 20  0 ...  0  0 92],215070
316,58,33.67390974016107,3132,70.75606641123882,0.652,52.786,[ 0  2  0 ...  0  0 94],221686
317,64,34.359823734994684,3016,74.97413793103448,0.652,53.411,[  0   1   0 ...   0   0 100],226152
318,64,34.9799422580155,3117,73.85402630734681,0.652,52.164,[ 18  20   0 ...   0   0 100],230264
319,64,36.06594742440359,3139,75.61325262822555,0.652,52.908,[  0  20   0 ...   0   0 100],237410
320,64,34.26880413311047,3104,72.6556056701031,0.644,52.037,[  0  20   0 ...   0   0 100],225605
321,62,35.82175961100137,3204,73.57771535580524,0.644,52.521,[  0   0   0 ...   0   0 100],235792
322,65,34.62209390670111,3086,73.83279325988335,0.644,52.568,[  0   0   0 ...   0   0 100],227905
323,65,35.135693663576966,3009,76.84546360917248,0.644,54.015,[ 0 20  0 ...  0  0 96],231251
324,64,36.64169579091323,3154,76.45497780596068,0.644,54.497,[21  0  0 ...  0  0 92],241188
325,62,36.956845464215164,3226,75.39150650960943,0.644,53.585,[ 16  20   0 ...   0   0 100],243244
326,62,36.98556450387479,3201,76.03936269915651,0.644,52.926,[ 0  1  0 ...  0  0 96],243420
327,64,34.13599756875855,3104,72.37403350515464,0.644,53.496,[  0  10   0 ...   0   0 100],224708
328,67,36.35359367877222,3214,74.4377722464219,0.644,53.393,[ 0 10  0 ...  0  0 89],239316
329,61,34.39522868864914,3134,72.22559029993619,0.644,53.127,[ 0  0  0 ...  0  0 69],226420
330,57,34.10986172314238,3029,74.10927698910531,0.636,51.4,[ 0 20  0 ...  0  0 94],224555
331,71,35.92144051056071,3173,74.50330917113142,0.636,54.723,[  0  10   0 ...   0   0 100],236443
332,58,33.50326698070202,3186,69.20433145009416,0.636,52.407,[ 20  20   0 ...   0   0 100],220522
333,65,35.526059869320775,3152,74.17417512690355,0.636,53.114,[  0  20   0 ...   0   0 100],233881
334,59,34.37866585625285,3047,74.25205119789958,0.636,52.184,[  0  10   0 ...   0   0 100],226427
335,63,33.867041483057285,3019,73.82543888704869,0.636,51.804,[  0  20   0 ...   0   0 100],222999
336,62,33.23005622245859,3056,71.55988219895288,0.636,52.133,[  0   4   0 ...   0   0 100],218841
337,61,33.34690776477739,3082,71.20571057754705,0.636,51.573,[  0   2   0 ...   0   0 100],219596
338,67,34.05120802309679,3044,73.61727989487517,0.636,53.059,[  0  20   0 ...   0   0 100],224174
339,62,35.80762802005774,3309,71.21486854034451,0.636,52.292,[ 20  22   0 ...   0   0 100],235736
340,64,33.31530162589272,3006,72.93679308050565,0.628,52.982,[  0  20   0 ...   0   0 100],219358
341,66,32.72223066403282,2935,73.37137989778535,0.628,52.512,[  0  10   0 ...   0   0 100],215432
342,60,33.617991186749734,3135,70.57097288676236,0.628,51.28,[54 20  0 ...  0  0 90],221292
343,68,34.23203160613888,3074,73.28594664931686,0.628,53.407,[ 0 20  0 ...  0  0 66],225329
344,74,35.335511320468015,3112,74.72461439588689,0.628,54.423,[ 51  20   0 ...   0   0 100],232587
345,61,33.42242820240085,3088,71.22830310880829,0.628,51.74,[ 0 39  0 ...  0  0 92],219985
346,61,35.398571645646555,3206,72.66313162819714,0.628,51.788,[12 30  0 ...  0  0 65],232984
347,63,34.1294636073545,3082,72.87670343932511,0.628,53.24,[ 0 10  0 ...  0  0 91],224679
348,64,34.227776933596715,3136,71.828125,0.628,52.857,[  0  20   0 ...   0   0 100],225310
349,65,31.706731499772072,2918,71.50856751199451,0.628,52.334,[ 0  0  0 ...  0  0 83],208689
350,54,30.968849718887707,3029,67.28491251238033,0.62,49.993,[ 0  1  0 ...  0  0 91],203840
351,55,29.565415590335814,2855,68.1506129597198,0.62,50.302,[  0  19   0 ...   0   0 100],194612
352,60,32.489135389758395,3051,70.0789904949197,0.62,51.653,[ 0 10  0 ...  0  0 88],213849
353,57,32.08463759307096,2963,71.26189672629093,0.62,50.813,[ 0  0  0 ...  0  0 91],211185
354,58,31.51132046801398,2936,70.63215258855585,0.62,50.738,[  0  19   0 ...   0   0 100],207450
355,56,30.564048017018692,2988,67.31659973226239,0.62,50.921,[  0  19   0 ...   0   0 100],201208
356,59,34.070202096945756,3160,70.95443037974684,0.62,51.665,[ 0 40  0 ...  0  0 97],224279
357,52,30.710834219723445,2875,70.2984347826087,0.62,50.484,[  0   9   0 ...   0   0 100],202177
358,63,34.786354657346905,3175,72.10362204724409,0.62,52.093,[  0   3   0 ...   0   0 100],228988
359,63,34.572405409512236,3137,72.52821166719797,0.62,52.98,[  0  19   0 ...   0   0 100],227620
360,65,33.542622701717065,3115,70.86484751203852,0.612,52.453,[ 0 24  0 ...  0  0 96],220856
361,64,34.27229904269868,3092,72.94501940491591,0.612,52.311,[  0   4   0 ...   0   0 100],225676
362,54,33.03008661297675,3125,69.55872,0.612,51.397,[  0  24   0 ...   0   0 100],217475
363,65,35.47956237653852,3228,72.33302354399008,0.612,53.806,[  0  20   0 ...   0   0 100],233571
364,58,33.0346451907005,3057,71.11579980372915,0.612,51.481,[ 0 19  0 ...  0  0 84],217437
365,57,30.92736666160158,2900,70.18379310344828,0.612,51.042,[  0  35   0 ...   0   0 100],203584
366,60,32.28232791369093,2990,71.05351170568562,0.612,50.949,[ 0 10  0 ...  0  0 93],212481
367,58,33.01656283239629,3071,70.75284923477695,0.612,50.687,[  0  54   0 ...   0   0 100],217322
368,56,31.947728308767665,3100,67.82193548387097,0.612,50.318,[  0  30   0 ...   0   0 100],210290
369,55,31.740920832700198,3000,69.629,0.612,50.744,[  0  20   0 ...   0   0 100],208948
370,60,32.764625436863696,3015,71.51708126036485,0.604,52.255,[  0  39   0 ...   0   0 100],215680
371,60,33.223674213645346,3100,70.53064516129032,0.604,52.194,[  0  10   0 ...   0   0 100],218714
372,67,34.37790609329889,3116,72.60622593068035,0.604,53.675,[  0  20   0 ...   0   0 100],226288
373,52,32.17550524236438,3021,70.09169149288316,0.604,50.531,[  0  20   0 ...   0   0 100],211821
374,68,34.305728612672844,3069,73.56337569240794,0.604,53.682,[ 0  3  0 ...  0  0 91],225788
375,64,33.06306032517855,3069,70.89866405995438,0.604,51.669,[ 0 20  0 ...  0  0 86],217639
376,65,35.206503570885886,3159,73.34409623298512,0.604,52.161,[  0  55   0 ...   0   0 100],231737
377,59,34.19966570430026,3104,72.5090206185567,0.604,51.444,[  0   3   0 ...   0   0 100],225170
378,56,29.31226257407689,2814,68.55152807391613,0.604,50.171,[ 0 39  0 ...  0  0 82],192989
379,65,34.620726333383985,3117,73.09560474815528,0.604,53.799,[  0  29   0 ...   0   0 100],227953
380,61,34.34098161373652,3028,74.63606340819022,0.596,52.367,[ 0 32  0 ...  0  0 88],226016
381,60,32.61905485488528,2970,72.27811447811447,0.596,51.758,[  0  10   0 ...   0   0 100],214694
382,59,32.578939370916274,3031,70.73639063015507,0.596,51.22,[ 0 32  0 ...  0  0 90],214452
383,57,30.80382920528795,2810,72.14234875444839,0.596,50.907,[  0  10   0 ...   0   0 100],202799
384,63,32.896368333080076,3068,70.5642112125163,0.596,51.776,[  0  22   0 ...   0   0 100],216604
385,58,32.26348579243276,3056,69.47840314136126,0.596,50.656,[  0  22   0 ...   0   0 100],212426
386,56,31.58380185382161,2990,69.51605351170569,0.596,50.552,[  0  20   0 ...   0   0 100],207881
387,62,33.01686673757788,2968,73.2088948787062,0.596,53.324,[  0  10   0 ...   0   0 100],217331
388,60,32.152864306336426,2968,71.29312668463612,0.596,51.758,[  0  20   0 ...   0   0 100],211633
389,59,32.82935724054095,2980,72.5,0.596,51.655,[ 0 10  0 ...  0  0 83],216105
390,60,31.989515271235376,2991,70.38548980274156,0.588,51.668,[  0  37   0 ...   0   0 100],210573
391,58,34.784075368485034,3149,72.69418863131153,0.588,51.622,[  0  40   0 ...   0   0 100],228945
392,60,34.95274274426379,3005,76.54708818635608,0.588,52.093,[ 0 57  0 ...  0  0 89],230057
393,63,36.88026135845616,3251,74.65672100892033,0.588,52.866,[11 30  0 ...  0  0 64],242762
394,58,32.54095122321836,2952,72.54471544715447,0.588,52.027,[  0  79   0 ...   0   0 100],214213
395,64,34.63941650205136,3045,74.86436781609196,0.588,54.083,[  0  59   0 ...   0   0 100],228090
396,64,38.59033581522565,3253,78.07039655702428,0.588,54.513,[10 18  0 ...  0  0 71],254096
397,58,32.06290837258775,3000,70.33533333333334,0.588,52.093,[ 0 33  0 ...  0  0 87],211113
398,64,33.16319708251026,2918,74.79335161069226,0.588,54.049,[  0  28   0 ...   0   0 100],218330
399,58,33.26394165020513,3128,69.98401534526855,0.588,51.089,[  0  26   0 ...   0   0 100],218990
400,57,34.91186749734083,3162,72.66129032258064,0.58,51.358,[ 20   0   0 ...   0   0 100],229806
401,65,37.39462087828598,3302,74.52877044215627,0.58,53.601,[10 28  0 ...  0  0 77],246140
402,61,36.23400698981918,3090,77.17022653721683,0.58,53.265,[  0   8   0 ...   0   0 100],238478
403,63,36.24783467558122,3176,75.10925692695214,0.58,53.105,[ 29   0   0 ...   0   0 100],238580
404,64,36.9032061996657,3219,75.44579061820441,0.58,55.812,[ 28   6   0 ...   0   0 100],242877
405,60,35.869016866737574,3131,75.39252634940914,0.58,53.165,[  0   7   0 ...   0   0 100],236062
406,69,37.76781644127033,3218,77.23741454319453,0.58,54.625,[19 10  0 ...  0  0 97],248563
407,70,36.961555994529704,3177,76.56405413912496,0.58,54.405,[ 0 16  0 ...  0  0 92],243262
408,70,35.65309223522261,3171,73.99337748344371,0.58,53.939,[ 0 10  0 ...  0  0 85],234644
409,70,39.376994377754144,3296,78.62257281553399,0.58,54.324,[ 10  20   0 ...   0   0 100],259181
410,66,34.98313326242212,3001,76.71576141286238,0.572,53.413,[  0  28   0 ...   0   0 100],230261
411,61,35.74593526819632,3201,73.4907841299594,0.572,52.912,[ 24  20   0 ...   0   0 100],235286
412,66,34.10180823583042,3022,74.26340172071475,0.572,52.952,[ 0 16  0 ...  0  0 84],224452
413,66,34.37547485184622,3027,74.73571192599934,0.572,52.918,[  0  46   0 ...   0   0 100],226255
414,58,34.69655067618903,3070,74.37719869706841,0.572,52.263,[ 0 38  0 ...  0  0 89],228371
415,61,32.42956997416806,3029,70.45856718388907,0.572,52.453,[  0  35   0 ...   0   0 100],213471
416,60,35.51663880869169,3159,73.99018676796454,0.572,51.884,[ 10  26   0 ...   0   0 100],233787
417,63,34.89378513903662,3057,75.11808963035656,0.572,53.499,[ 0 20  0 ...  0  0 82],229675
418,66,35.00714177176721,3096,74.41279069767442,0.572,53.194,[  0  54   0 ...   0   0 100],230416
419,65,35.615711897887856,3173,73.86920895052002,0.572,54.003,[19 12  0 ...  0  0 97],234430
420,62,34.51253608874031,3013,75.38234317955526,0.564,53.168,[ 0 10  0 ...  0  0 95],227179
421,69,36.48138580762802,3246,73.9630314232902,0.564,53.738,[ 77  14   0 ...   0   0 100],240138
422,66,34.29797903054247,2991,75.46472751588098,0.564,52.945,[  0  78   0 ...   0   0 100],225753
423,70,34.99574532745783,2988,77.0773092369478,0.564,54.052,[  0  14   0 ...   0   0 100],230343
424,56,33.16046193587601,2945,74.10152801358234,0.564,51.794,[  0  11   0 ...   0   0 100],218264
425,66,34.55325938307248,2961,76.7966903073286,0.564,54.273,[  0   0   0 ...   0   0 100],227422
426,62,31.318188725117764,2832,72.77718926553672,0.564,52.094,[ 0  3  0 ...  0  0 86],206208
427,60,33.840601732259536,2943,75.67278287461774,0.564,52.302,[  0  14   0 ...   0   0 100],222803
428,58,32.79440814465887,2930,73.65870307167235,0.564,51.067,[ 0 14  0 ...  0  0 81],215900
429,64,33.747910651876616,3069,72.36722059302704,0.564,52.374,[  0  14   0 ...   0   0 100],222148
430,56,32.60522716912323,2971,72.22315718613261,0.556,50.843,[  0   8   0 ...   0   0 100],214654
431,64,32.42531530162589,2954,72.23798239675017,0.556,52.308,[  0  35   0 ...   0   0 100],213435
432,57,31.64488679531986,3015,69.07296849087894,0.556,51.056,[ 19  22   0 ...   0   0 100],208318
433,65,32.3066403282176,2882,73.77168632893823,0.556,53.64,[ 0 24  0 ...  0  0 69],212671
434,65,34.91445069138429,3037,75.65755679947317,0.556,53.848,[  0  14   0 ...   0   0 100],229913
435,63,36.44111837106823,3186,75.27275580665412,0.556,53.84,[28 14  0 ...  0  0 83],239886
436,65,35.68454642151649,3154,74.4578313253012,0.556,53.088,[100   7   0 ...   0   0  96],234917
437,63,37.75064579851087,3203,77.56384639400562,0.556,53.599,[ 20   7   0 ...   0   0 100],248509
438,60,33.56344020665552,3005,73.5044925124792,0.556,51.733,[  0   6   0 ...   0   0 100],220916
439,69,36.19556298434888,3129,76.12751677852349,0.556,53.238,[  0  37   0 ...   0   0 100],238253
440,61,31.877830117003494,2882,72.79250520471895,0.548,51.327,[  0  57   0 ...   0   0 100],209841
441,66,34.252697158486555,3049,73.93145293538865,0.548,53.372,[  0   9   0 ...   0   0 100],225449
442,64,34.15316821151801,3105,72.38711755233494,0.548,53.359,[18 21  0 ...  0  0 84],224842
443,67,35.19571493693967,3150,73.53111111111112,0.548,53.714,[ 23  43   0 ...   0   0 100],231699
444,50,31.61206503570886,2973,69.97611839892365,0.548,49.738,[  0   1   0 ...   0   0 100],208142
445,56,32.84698374107278,3024,71.48346560846561,0.548,51.098,[  0  24   0 ...   0   0 100],216229
446,58,32.691384288102114,2946,73.02851323828921,0.548,51.425,[  0  32   0 ...   0   0 100],215173
447,52,33.4178696246771,2998,73.35657104736491,0.548,50.932,[  0  36   0 ...   0   0 100],219948
448,57,33.67345388238869,3158,70.1725775807473,0.548,51.495,[  0  23   0 ...   0   0 100],221641
449,55,30.26698070202097,2840,70.1362676056338,0.548,51.003,[  0   1   0 ...   0   0 100],199223
450,51,28.819480322139494,2737,69.29521373766899,0.54,50.011,[ 0  2  0 ...  0  0 86],189749
451,48,28.496277161525605,2797,67.04826599928495,0.54,51.103,[  0   2   0 ...   0   0 100],187722
452,48,27.396748214557057,2672,67.47679640718563,0.54,49.606,[  0   3   0 ...   0   0 100],180419
453,57,31.308159854125513,2865,71.91588132635253,0.54,51.007,[ 0 42  0 ...  0  0 84],206165
454,60,31.729828293572407,2878,72.5552466990966,0.54,51.499,[  0   3   0 ...   0   0 100],208878
455,60,32.98845160309983,2996,72.46228304405875,0.54,52.401,[ 0 24  0 ...  0  0 92],217177
456,59,31.992250417869624,3023,69.64637777042672,0.54,50.683,[ 0  4  0 ...  0  0 96],210632
457,55,34.572405409512236,3143,72.38975501113586,0.54,51.568,[  0  40   0 ...   0   0 100],227571
458,59,33.915818264701414,3086,72.32663642255346,0.54,52.179,[  0   8   0 ...   0   0 100],223302
459,64,35.27321075824343,3075,75.49040650406504,0.54,53.372,[  0   4   0 ...   0   0 100],232348
460,62,32.776933596717825,3030,71.1897689768977,0.532,52.52,[  0  10   0 ...   0   0 100],215879
461,60,33.90776477738945,3011,74.11059448688144,0.532,52.07,[ 42   7   0 ...   0   0 100],223205
462,56,32.62513295851694,3036,70.72002635046114,0.532,51.385,[ 0 32  0 ...  0  0 85],214832
463,57,34.66661601580307,3114,73.26300578034682,0.532,51.94,[ 0 56  0 ...  0  0 91],228228
464,49,29.774958213037532,2863,68.44184421935033,0.532,49.995,[ 0 60  0 ...  0  0 99],196028
465,60,34.57286126728461,3085,73.75170178282009,0.532,52.834,[ 0 24  0 ...  0  0 88],227615
466,57,32.38960644278985,3029,70.3717398481347,0.532,51.768,[  0  38   0 ...   0   0 100],213243
467,67,36.051056070506,3062,77.48269105160026,0.532,54.383,[ 0 34  0 ...  0  0 97],237289
468,58,32.67254216684395,2987,71.98459993304319,0.532,52.381,[  0   9   0 ...   0   0 100],215069
469,62,35.30679228080839,3160,73.52974683544304,0.532,53.71,[  0   3   0 ...   0   0 100],232432
470,57,34.57286126728461,3011,75.56426436399867,0.524,52.185,[  0  33   0 ...   0   0 100],227596
471,61,32.90776477738945,2986,72.52712659075686,0.524,52.167,[  0  46   0 ...   0   0 100],216614
472,52,30.169275186141924,2937,67.60095335376234,0.524,51.036,[ 0 35  0 ...  0  0 84],198581
473,56,31.571949551739856,2950,70.4322033898305,0.524,53.833,[ 0 13  0 ...  0  0 85],207837
474,61,31.154839690016715,2958,69.31372549019608,0.524,51.974,[  0  10   0 ...   0   0 100],205139
475,58,32.86780124601125,3040,71.15230263157895,0.524,52.057,[ 0 20  0 ...  0  0 88],216461
476,59,32.438079319252395,3013,70.8513109857285,0.524,51.744,[  0  10   0 ...   0   0 100],213642
477,49,33.37304361039356,3005,73.08752079866889,0.524,51.082,[  0  41   0 ...   0   0 100],219751
478,60,35.90457377298283,3144,75.15521628498728,0.524,53.36,[ 0 78  0 ...  0  0 91],236390
479,59,35.89819176416958,3126,75.5745361484325,0.524,53.823,[  0  79   0 ...   0   0 100],236336
480,64,34.91004406625133,3074,74.73747560182173,0.516,54.133,[  0  38   0 ...   0   0 100],229859
481,68,36.34250113964443,3126,76.50991682661548,0.516,55.005,[  0   0   0 ...   0   0 100],239232
482,61,34.493997872663726,3027,74.99339279814998,0.516,54.406,[  0   4   0 ...   0   0 100],227162
483,54,35.31712505698222,3146,73.87857596948506,0.516,51.893,[  0  59   0 ...   0   0 100],232523
484,63,35.52438839082206,3135,74.57288676236044,0.516,52.772,[  0  35   0 ...   0   0 100],233863
485,56,32.33171250569822,2926,72.71872863978128,0.516,52.52,[  0  13   0 ...   0   0 100],212880
486,58,30.948488071721624,2850,71.46385964912281,0.516,51.476,[  0  23   0 ...   0   0 100],203801
487,57,32.62619662665249,2993,71.73838957567658,0.516,52.701,[  0  14   0 ...   0   0 100],214753
488,48,30.644430937547487,2949,68.38623262122753,0.516,51.741,[  0   0   0 ...   0   0 100],201750
489,55,30.232335511320468,2844,69.95745428973277,0.516,51.973,[  0  59   0 ...   0   0 100],199037
490,59,33.969457529250874,3077,72.65290867728307,0.508,52.021,[ 0 67  0 ...  0  0 90],223611
491,58,34.053031454186296,3045,73.59704433497537,0.508,52.562,[  0  74   0 ...   0   0 100],224146
492,50,31.12794408144659,2938,69.72532334921715,0.508,51.351,[  0  64   0 ...   0   0 100],204918
493,56,34.293724358000304,3145,71.76057233704293,0.508,51.761,[ 0 83  0 ...  0  0 83],225767
494,57,33.727852909892114,3097,71.6703261220536,0.508,52.257,[ 0 10  0 ...  0  0 84],222039
495,52,32.09451451147242,3041,69.45544228872082,0.508,50.842,[  0   0   0 ...   0   0 100],211385
496,56,34.63622549764474,3139,72.61580121057662,0.508,53.6,[ 0 14  0 ...  0  0 89],228085
497,53,33.242972192675886,3139,69.6948072634597,0.508,51.935,[  0   0   0 ...   0   0 100],218911
498,60,35.447652332472266,3199,72.92310096905283,0.508,54.08,[  0   3   0 ...   0   0 100],233368
499,54,33.69062452514815,3151,70.36432878451285,0.508,51.939,[ 0 20  0 ...  0  0 85],221836
500,52,34.96383528339158,3191,72.10811657787528,0.5,52.65,[  0  77   0 ...   0   0 100],230215
501,51,32.56739097401611,3151,68.01840685496667,0.5,50.785,[  0  14   0 ...   0   0 100],214440
502,51,36.42668287494302,3189,75.17215428033866,0.5,52.331,[  0 100   0 ...   0   0 100],239797
503,54,33.352681963227475,3007,72.99434652477552,0.5,52.62,[  0  33   0 ...   0   0 100],219593
504,54,33.703388542774654,3084,71.92023346303502,0.5,53.963,[  0   4   0 ...   0   0 100],221914
505,60,35.218203920376844,3135,73.93014354066986,0.5,54.289,[  0  20   0 ...   0   0 100],231890
506,57,34.48974320012156,3154,71.96480659480025,0.5,52.865,[  0  10   0 ...   0   0 100],227108
507,61,34.716000607810365,3137,72.82945489321007,0.5,53.432,[  0 100   0 ...   0   0  84],228544
508,59,32.56587144810819,2984,71.82171581769437,0.5,52.209,[ 0 10  0 ...  0  0 84],214348
509,62,35.835283391581825,3158,74.67764407853072,0.5,54.009,[  0   0   0 ...   0   0 100],235898
510,63,33.8997112900775,3010,74.11760797342193,0.492,53.505,[  0  79   0 ...   0   0 100],223177
511,60,36.13599756875855,3174,74.9247006931317,0.492,54.513,[  0  20   0 ...   0   0 100],237873
512,51,32.39492478346756,2987,71.37294944760629,0.492,52.241,[  0  61   0 ...   0   0 100],213253
513,58,35.264853365749886,3270,70.97186544342507,0.492,53.659,[  0  10   0 ...   0   0 100],232107
514,57,35.29782707795168,3135,74.09728867623605,0.492,53.664,[  0   0   0 ...   0   0 100],232331
515,61,34.92873423491871,3191,72.03572547790661,0.492,53.528,[  0  20   0 ...   0   0 100],229900
516,62,35.39021425315302,3208,72.60068578553616,0.492,53.858,[  0  38   0 ...   0   0 100],232939
517,59,34.64139188573165,3046,74.84405778069599,0.492,53.681,[ 0 20  0 ...  0  0 86],228003
518,61,36.50311502811123,3240,74.14413580246914,0.492,55.25,[  0  29   0 ...   0   0 100],240259
519,58,34.66661601580307,3148,72.47172808132147,0.492,54.69,[ 0 36  0 ...  0  0 73],228194
520,68,38.937851390366205,3440,74.49127906976744,0.484,55.994,[ 0 76  0 ...  0  0 85],256306
521,55,34.83649901230816,3139,73.03568015291494,0.484,52.87,[ 0 18  0 ...  0  0 93],229318
522,58,35.6240692903814,3136,74.75829081632654,0.484,53.861,[ 0 20  0 ...  0  0 87],234486
523,68,38.4324570733931,3288,76.92335766423358,0.484,56.435,[ 10 100   0 ...   0   0  85],252998
524,63,36.864458289013825,3268,74.23653610771113,0.484,54.401,[ 0  0  0 ...  0  0 86],242674
525,64,37.127792128855795,3176,76.93261964735517,0.484,55.202,[ 0 64  0 ...  0  0 79],244409
526,66,36.05151192827838,3055,77.66121112929623,0.484,55.686,[  0  20   0 ...   0   0 100],237355
527,62,33.55219571493694,3016,73.2118700265252,0.484,55.98,[  0   0   0 ...   0   0 100],220893
528,61,35.52970673149977,3183,73.45931511153,0.484,54.23,[  0  20   0 ...   0   0 100],233855
529,62,36.16380489287342,3204,74.28027465667915,0.484,55.031,[  0  57   0 ...   0   0 100],238029
530,61,33.22610545509801,3011,72.62072401195616,0.476,53.961,[  0  48   0 ...   0   0 100],218686
531,69,36.27245099528947,3216,74.22543532338308,0.476,55.368,[ 10  20   0 ...   0   0 100],238824
532,65,36.59276705667832,3157,76.28032942667089,0.476,55.404,[ 0  0  0 ...  0  0 84],240904
533,60,35.50296307552044,3068,76.15547588005215,0.476,55.461,[  0  61   0 ...   0   0 100],233716
534,53,33.484272906853064,3000,73.45333333333333,0.476,52.612,[  0  40   0 ...   0   0 100],220493
535,67,34.39325330496885,3061,73.9438092126756,0.476,54.954,[ 0 10  0 ...  0  0 78],226470
536,60,33.70566783163653,2987,74.26079678607299,0.476,53.68,[  0  10   0 ...   0   0 100],221967
537,57,36.079471204984046,3169,74.9255285579047,0.476,53.096,[  0   0   0 ...   0   0 100],237513
538,66,34.91764169579091,3040,75.58980263157895,0.476,54.238,[ 0  0  0 ...  0  0 86],229870
